"","GLOBAL.UNIQUE.IDENTIFIER","LAST.EDITED.DATE","TAXONOMIC.ORDER","CATEGORY","COMMON.NAME","SCIENTIFIC.NAME","SUBSPECIES.COMMON.NAME","SUBSPECIES.SCIENTIFIC.NAME","OBSERVATION.COUNT","BREEDING.BIRD.ATLAS.CODE","BREEDING.BIRD.ATLAS.CATEGORY","AGE.SEX","COUNTRY","COUNTRY.CODE","STATE","STATE.CODE","COUNTY","COUNTY.CODE","IBA.CODE","BCR.CODE","USFWS.CODE","ATLAS.BLOCK","LOCALITY","LOCALITY.ID","LOCALITY.TYPE","LATITUDE","LONGITUDE","OBSERVATION.DATE","TIME.OBSERVATIONS.STARTED","OBSERVER.ID","SAMPLING.EVENT.IDENTIFIER","PROTOCOL.TYPE","PROTOCOL.CODE","PROJECT.CODE","DURATION.MINUTES","EFFORT.DISTANCE.KM","EFFORT.AREA.HA","NUMBER.OBSERVERS","ALL.SPECIES.REPORTED","GROUP.IDENTIFIER","HAS.MEDIA","APPROVED","REVIEWED","REASON","TRIP.COMMENTS","SPECIES.COMMENTS","X"
"1930","URN:CornellLabOfOrnithology:EBIRD:OBS81587378","2018-02-18 10:04:00",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Ohio","US-OH","Medina","US-OH-103","",13,"","","Medina","L809926","P",41.1781372,-81.8261719,"1985-07-11","06:00:00","obsr52135","S5763853","Traveling","P22","EBIRD",120,0.322,NA,1,1,"",0,1,0,NA,"The highlight of this short walk around our relatives' property was seeing 3 young cedar waxwings fledge from a nest in a sycamore in the pasture, with their parents attending.","",NA
"1931","URN:CornellLabOfOrnithology:EBIRD:OBS21742915","2013-06-12 15:53:18",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Vermont","US-VT","Rutland","US-VT-021","",13,"","","Pawlet","L153972","T",43.34677,-73.17625,"1995-05-31","","obsr27544","S1643525","Incidental","P20","EBIRD_VINS",NA,NA,NA,1,0,"",0,1,0,NA,"Gordon Brown/sze--all regularly","",NA
"1932","URN:CornellLabOfOrnithology:EBIRD:OBS36827007","2018-08-16 13:59:32",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","8","","","","United States","US","Texas","US-TX","Van Zandt","US-TX-467","",25,"","","Grand Saline","L142309","T",32.6734314,-95.7094421,"1993-03-28","","obsr52496","S2693804","Incidental","P20","EBIRD_TX",NA,NA,NA,1,1,"",0,1,0,NA,"wow what a great place for mirgating water birds","",NA
"1933","URN:CornellLabOfOrnithology:EBIRD:OBS158849434","2018-08-06 17:54:16",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","United States","US","Illinois","US-IL","DuPage","US-IL-043","",22,"","","McDowell Grove Forest Preserve","L144492","H",41.793499,-88.1837006,"1994-09-19","08:00:00","obsr201114","S11163527","Traveling","P22","EBIRD",120,8.047,NA,1,1,"",0,1,0,NA,"","",NA
"1934","URN:CornellLabOfOrnithology:EBIRD:OBS343067031","2018-08-07 01:16:40",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","6","","","","United States","US","Texas","US-TX","Harrison","US-TX-203","",25,"","","Texas Eastman","L3916494","P",32.4357579,-94.6880722,"1994-05-21","08:00:00","obsr113208","S25086802","Historical","P62","EBIRD",300,NA,NA,7,1,"G1410867",0,1,0,NA,"with Guy Luneau, Roger Breedlove, Jeff and Jean Trahan, Bobbe Womack, and Ken Nonny","",NA
"1935","URN:CornellLabOfOrnithology:EBIRD:OBS129862159","2013-09-11 15:26:38",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","3","","","","United States","US","Ohio","US-OH","Clark","US-OH-023","",22,"","","Springfield, OH","L1252177","P",39.9280277,-83.7995911,"1988-11-12","","obsr99398","S9091967","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"","",NA
"1936","URN:CornellLabOfOrnithology:EBIRD:OBS181185591","2014-12-25 13:47:43",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Florida","US-FL","Palm Beach","US-FL-099","",31,"","","Dreher Park, FL","L1880244","P",26.6744669,-80.066911,"1989-04-21","17:00:00","obsr189490","S12978042","Traveling","P22","EBIRD",165,2.575,NA,1,1,"",0,1,0,NA,"North and south sides of Dreher Park.  Lots of warblers today (mostly Cape May) - hard to estimate numbers.","",NA
"1937","URN:CornellLabOfOrnithology:EBIRD:OBS281803905","2018-08-05 12:00:05",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Wisconsin","US-WI","Outagamie","US-WI-087","",23,"","","1000 Islands Environmental Center","L1155585","H",44.275519,-88.2620573,"1992-03-30","","obsr219909","S20620434","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"","",NA
"1938","URN:CornellLabOfOrnithology:EBIRD:OBS415922676","2016-07-04 14:04:32",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","24","","","","United States","US","Ohio","US-OH","Greene","US-OH-057","",22,"","","153 Grange Hall Road, Beavercreek, OH","L2812616","P",39.6958284,-84.0778542,"1989-04-03","07:30:00","obsr89231","S30526776","Stationary","P21","EBIRD",540,NA,NA,1,1,"",0,1,0,NA,"Feeder Watch","",NA
"1939","URN:CornellLabOfOrnithology:EBIRD:OBS575579928","2018-02-08 13:27:42",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","Canada","CA","Ontario","CA-ON","Durham","CA-ON-DR","",13,"","","Whitby--Lynde Shores C.A. - Woodlot","L4100534","P",43.85351,-78.9670329,"1986-04-06","16:30:00","obsr625666","S42594710","Historical","P62","EBIRD_CAN",20,0.5,NA,1,1,"",0,1,0,NA,"","heard only",NA
"1940","URN:CornellLabOfOrnithology:EBIRD:OBS288381513","2017-08-15 16:06:58",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","Female, Unknown Age (1)","United States","US","Arizona","US-AZ","Cochise","US-AZ-003","",34,"","","Portal--Spofford's feeders (closed since 2002)","L611573","H",31.9056143,-109.1552222,"1994-04-06","","obsr171139","S21132586","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"with Harv Lane","",NA
"1941","URN:CornellLabOfOrnithology:EBIRD:OBS117321778","2015-07-10 10:07:14",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","United States","US","Tennessee","US-TN","Shelby","US-TN-157","",26,"","","Mississippi River--Mud Island","L608369","H",35.1597754,-90.0571632,"1997-05-07","17:00:00","obsr245742","S8181876","Traveling","P22","EBIRD",45,1.609,NA,1,1,"",0,1,0,NA,"Ben B Coffey - drive thru 65 degrees 10-15 mph","",NA
"1942","URN:CornellLabOfOrnithology:EBIRD:OBS136707879","2018-08-22 19:48:44",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Iowa","US-IA","Des Moines","US-IA-057","",22,"","","Burlington","L1345877","P",40.7718301,-91.1099087,"1966-03-12","07:00:00","obsr114884","S9630623","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"cascade/sewer","",NA
"1943","URN:CornellLabOfOrnithology:EBIRD:OBS185680284","2013-03-13 23:58:53",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Florida","US-FL","Alachua","US-FL-001","",31,"","","Newnans Lake","L848117","H",29.6515097,-82.2192764,"1989-10-28","08:20:00","obsr189490","S13389415","Traveling","P22","EBIRD",145,1.609,NA,1,1,"",0,1,0,NA,"","",NA
"1944","URN:CornellLabOfOrnithology:EBIRD:OBS724622615","2019-05-11 16:12:53",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","United States","US","Pennsylvania","US-PA","Clarion","US-PA-031","",28,"","","Kahle Lake (Clarion Co.)","L2407336","H",41.2330386,-79.6459329,"1999-04-01","","obsr39643","S53855300","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1945","URN:CornellLabOfOrnithology:EBIRD:OBS308709140","2015-04-10 11:09:46",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Iowa","US-IA","Des Moines","US-IA-057","",22,"","","Burlington","L1345877","P",40.7718301,-91.1099087,"1963-03-30","","obsr114884","S22773353","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1946","URN:CornellLabOfOrnithology:EBIRD:OBS494825306","2017-05-05 19:39:23",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","United States","US","Massachusetts","US-MA","Suffolk","US-MA-025","",30,"","","Riverway, Boston","L776888","H",42.3418295,-71.1079359,"1987-06-14","","obsr911338","S36573032","Historical","P62","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","",NA
"1947","URN:CornellLabOfOrnithology:EBIRD:OBS659969673","2018-09-23 21:17:17",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","United States","US","Maryland","US-MD","Montgomery","US-MD-031","",29,"","","Damascus","L1572094","P",39.2839427,-77.197966,"1995-09-30","08:13:00","obsr227449","S48706659","Stationary","P21","EBIRD",30,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1948","URN:CornellLabOfOrnithology:EBIRD:OBS261070945","2016-10-15 22:31:58",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Iowa","US-IA","Des Moines","US-IA-057","",22,"","","Burlington","L1345877","P",40.7718301,-91.1099087,"1963-05-08","","obsr114884","S18892354","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1949","URN:CornellLabOfOrnithology:EBIRD:OBS631524928","2018-06-16 10:16:59",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Pennsylvania","US-PA","Philadelphia","US-PA-101","US-PA_2135",30,"","","Rodin Museum","L4999334","H",39.961683,-75.1739,"1983-05-02","06:50:00","obsr451232","S46582955","Traveling","P22","EBIRD",30,0.322,NA,1,1,"",0,1,0,NA,"Overcast, 70s, strong wind","",NA
"1950","URN:CornellLabOfOrnithology:EBIRD:OBS137543617","2012-01-27 11:47:47",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Iowa","US-IA","Des Moines","US-IA-057","",22,"","","Burlington","L1345877","P",40.7718301,-91.1099087,"1968-07-11","17:00:00","obsr114884","S9696099","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"cascade/sewer","",NA
"1951","URN:CornellLabOfOrnithology:EBIRD:OBS305295917","2018-08-04 10:15:46",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","New York","US-NY","Queens","US-NY-081","",30,"","","Alley Pond Park--Environmental Center","L1476823","H",40.7621022,-73.7535993,"1988-02-21","","obsr2808","S22518061","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1952","URN:CornellLabOfOrnithology:EBIRD:OBS697649082","2019-01-12 23:00:02",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","United States","US","Maryland","US-MD","Montgomery","US-MD-031","",29,"","","Damascus","L1572094","P",39.2839427,-77.197966,"1996-01-02","07:55:00","obsr227449","S51616633","Stationary","P21","EBIRD",20,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1953","URN:CornellLabOfOrnithology:EBIRD:OBS136514377","2018-08-04 15:41:05",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Iowa","US-IA","Des Moines","US-IA-057","",22,"","","Burlington","L1345877","P",40.7718301,-91.1099087,"1965-04-06","16:15:00","obsr114884","S9615879","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1954","URN:CornellLabOfOrnithology:EBIRD:OBS206401650","2013-08-01 12:14:39",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","","Canada","CA","Ontario","CA-ON","Algoma","CA-ON-AL","",12,"","","SSM--Wemyss St","L2301976","P",46.5110642,-84.3235445,"1989-01-31","","obsr284983","S14830067","Incidental","P20","EBIRD",NA,NA,NA,NA,0,"",0,1,0,NA,"Tom Marwood Journal #2","",NA
"1955","URN:CornellLabOfOrnithology:EBIRD:OBS292405545","2015-01-21 11:45:39",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","ON","C4","","United States","US","Wisconsin","US-WI","Chippewa","US-WI-017","",23,"","4409183NW","Lake Wissota NW","L3209962","P",44.9791685,-91.34375,"1996-07-28","","obsr557708","S21470710","Historical","P62","EBIRD_ATL_WI",NA,NA,NA,NA,0,"",0,1,0,NA,"OBSERVER: Kris Martineau; CARD NUMBER: 1410; Data from the first Wisconsin Breeding Bird Atlas (1995-2000). Matched to observer accounts and uploaded 15 Jan 2015 by Marshall Iliff in consultation with Nick Anich. If you wish to edit these records, or have a correction, please contact atlas AT wsobirds.org","",NA
"1956","URN:CornellLabOfOrnithology:EBIRD:OBS764906106","2019-05-23 16:04:11",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","","United States","US","Illinois","US-IL","DuPage","US-IL-043","",22,"","","Four Lakes","L9192385","H",41.7826378,-88.0820061,"1999-09-07","","obsr325232","S56659914","Historical","P62","EBIRD",NA,NA,NA,2,1,"G4212882",0,1,0,NA,"With Alan Craig","",NA
"1957","URN:CornellLabOfOrnithology:EBIRD:OBS682587433","2019-02-22 11:30:29",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","4","","","","United States","US","South Carolina","US-SC","Richland","US-SC-079","",27,"","","Sesquicentennial SP","L455415","H",34.0875686,-80.9082985,"1990-09-04","","obsr823066","S50408833","Historical","P62","EBIRD",NA,NA,NA,NA,1,"",0,1,0,NA,"","",NA
"1958","URN:CornellLabOfOrnithology:EBIRD:OBS654629472","2018-09-06 13:27:21",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","21","","","","United States","US","Arkansas","US-AR","Franklin","US-AR-047","",25,"","","Arkansas - Franklin - Alix area","L7899074","P",35.4229087,-93.7297262,"1990-06-12","08:25:00","obsr188288","S48325454","Traveling","P22","EBIRD_PNW",270,15.289,NA,1,1,"",0,1,0,NA,"Poking around in the open valley country, looked for but did not find Grasshopper and Bachman's Sparrows.  Includes a stop at the Arkansas River.","",NA
"1959","URN:CornellLabOfOrnithology:EBIRD:OBS72152150","2014-04-10 21:23:12",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","New York","US-NY","Suffolk","US-NY-103","US-NY_758",30,"","","Brookhaven National Lab","L590493","P",40.8714685,-72.8592682,"1975-10-08","08:00:00","obsr5464","S5121690","Traveling","P22","EBIRD_VA",60,1.609,NA,1,1,"",0,1,0,NA,"","",NA
"1960","URN:CornellLabOfOrnithology:EBIRD:OBS170027541","2016-11-30 16:27:15",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","Female, Adult (1); Male, Adult (1)","United States","US","Pennsylvania","US-PA","Montgomery","US-PA-091","",29,"","","49 Park Ave. Rockledge","L1560119","P",40.083519,-75.0893148,"1996-03-25","16:00:00","obsr322860","S12068285","Stationary","P21","EBIRD",15,NA,NA,1,1,"",0,1,1,NA,"feeders, 60 degrees (crippled squirrel returning regularly to feed underneath feeders)","",NA
"1961","URN:CornellLabOfOrnithology:EBIRD:OBS136332691","2018-08-04 15:41:04",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Iowa","US-IA","Des Moines","US-IA-057","",22,"","","Burlington","L1345877","P",40.7718301,-91.1099087,"1964-12-27","07:30:00","obsr114884","S9599788","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"My count on Burlington's CBC (visiting IAAP, Crapo, Lock & Dam 18)","",NA
"1962","URN:CornellLabOfOrnithology:EBIRD:OBS294188044","2017-07-31 22:46:02",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","11","","","","United States","US","Ohio","US-OH","Hancock","US-OH-063","",22,"","","Clay Pits--West of Township Rd. 227 (view from roadside only)","L524192","H",41.0073501,-83.6278224,"1944-12-17","","obsr150976","S21617173","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"Sky overcast, temp 36F, no wind--Source:  R.S. Phillips Papers. MS 0682. Center for Archival Collections. Bowling Green (OH) State University.","",NA
"1963","URN:CornellLabOfOrnithology:EBIRD:OBS802014918","2019-09-09 09:08:36",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","","United States","US","Arizona","US-AZ","Pima","US-AZ-019","US-AZ_2202",33,"","","Organ Pipe Cactus NM--Quitobaquito Springs","L376621","H",31.9436105,-113.0203347,"1972-10-14","06:45:00","obsr268012","S59547976","Historical","P62","EBIRD",135,NA,NA,3,1,"G4491183",0,1,0,NA,"Ted Parker, Dave Hayward, and I.  The evening before we saw several Coyotes and W. Diamond-backed Rattlesnakes on the road.","",NA
"1964","URN:CornellLabOfOrnithology:EBIRD:OBS87256754","2018-01-12 17:43:33",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Kansas","US-KS","Riley","US-KS-161","",22,"","","Kansas State University Campus","L852786","P",39.1929837,-96.582334,"1999-01-29","09:00:00","obsr148821","S6109572","Incidental","P20","EBIRD",60,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1965","URN:CornellLabOfOrnithology:EBIRD:OBS568363935","2019-05-15 10:22:24",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","15","","","","United States","US","Iowa","US-IA","Linn","US-IA-113","",22,"","","Squaw Creek Park (general location)","L1597127","H",42.0127619,-91.5747786,"1980-05-16","06:30:00","obsr993355","S41984760","Historical","P62","EBIRD",210,NA,NA,2,1,"",0,1,0,NA,"Historical record from Pete's notes, entered by Linda Rudolph.  Fred Thompson was with Pete and Pete wrote that they explored across the road also.","",NA
"1966","URN:CornellLabOfOrnithology:EBIRD:OBS136089417","2018-10-18 13:15:18",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","United States","US","Virginia","US-VA","Amherst","US-VA-009","",29,"","","Oak Grove Drive, CMS home and vicinity","L1375041","P",37.4731356,-79.1370354,"1977-03-19","","obsr145326","S9581182","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"traveling count but distance not recorded","",NA
"1967","URN:CornellLabOfOrnithology:EBIRD:OBS312593158","2018-08-07 02:47:01",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Wisconsin","US-WI","Fond du Lac","US-WI-039","US-WI_3659",23,"","","Kettle Moraine SF--Haushalter Ln.","L301781","H",43.6325667,-88.1701167,"1994-06-26","","obsr30855","S23034410","Incidental","P20","EBIRD_WI",NA,NA,NA,NA,0,"",0,1,0,NA,"","KMSF",NA
"1968","URN:CornellLabOfOrnithology:EBIRD:OBS177181412","2018-08-03 09:09:52",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","","United States","US","Pennsylvania","US-PA","Centre","US-PA-027","US-PA_1142",28,"","","Toftrees Pond","L351744","H",40.8272059,-77.9020786,"1980-05-05","08:00:00","obsr312046","S12642524","Traveling","P22","EBIRD_PA",75,1.609,NA,1,1,"",0,1,0,NA,"Records entered from Dr. Merrill Wood's original field notebooks by Nick Kerlin.","",NA
"1969","URN:CornellLabOfOrnithology:EBIRD:OBS640717131","2018-08-03 13:54:56",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Illinois","US-IL","Cook","US-IL-031","US-IL_1688",22,"","","Jackson Park, Chicago--Inner/Outer Harbors","L1803035","H",41.7759989,-87.575183,"1995-10-14","08:40:00","obsr95523","S47266356","Historical","P62","EBIRD",20,NA,NA,1,1,"",0,1,0,NA,"Historical data from 1995 computer print-out, transcribed and uploaded to eBird by Clyne in 2018. Routing: 08:10-09:40: lakefront from 56th St. to 62nd St.; 08:25 63rd St. Beach; 08:40 Outer Harbor, Inner Harbor; 09:00 Soccer Field, Wooded Island, North Lagoon to 56th St. & Stony Island Ave. WEATHER: Cold front. 40-44F; mostly cloudy following some overnight rain; winds NW 12-15 mph.","at Inner Harbor",NA
"1970","URN:CornellLabOfOrnithology:EBIRD:OBS46374398","2012-06-15 17:46:36",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","3","","","","United States","US","Florida","US-FL","Sarasota","US-FL-115","US-FL_85",31,"","","Oscar Scherer State Park","L477031","P",27.1775954,-82.4649024,"1991-02-28","","obsr109860","S3374943","Incidental","P20","EBIRD_CAN",NA,NA,NA,NA,1,"",0,1,0,NA,"also saw a wild boar","",NA
"1971","URN:CornellLabOfOrnithology:EBIRD:OBS120107946","2018-08-06 18:38:28",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Kentucky","US-KY","Oldham","US-KY-185","",24,"","","Creasey Mahan Nature Preserve","L1124187","H",38.4042192,-85.5912852,"1991-05-18","08:00:00","obsr213280","S8346125","Area","P23","EBIRD",360,NA,12.1406,2,1,"",0,1,0,NA,"","",NA
"1972","URN:CornellLabOfOrnithology:EBIRD:OBS54641615","2014-02-09 11:33:43",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","15","","","","United States","US","Indiana","US-IN","Monroe","US-IN-105","",24,"","","Lake Lemon (Monroe Co.)","L295801","H",39.2593588,-86.402287,"1992-11-07","09:30:00","obsr44063","S3920132","Traveling","P22","EBIRD",190,6.437,NA,2,0,"",0,1,0,NA,"Red Phalarope - winter plumage, well-studied for one hour at E end of lake; w/ N. Takebayashi","",NA
"1973","URN:CornellLabOfOrnithology:EBIRD:OBS549938563","2018-08-04 11:38:11",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","United States","US","Massachusetts","US-MA","Suffolk","US-MA-025","",30,"","","Jamaica Pond","L392029","H",42.3171461,-71.1202526,"1992-04-10","11:00:00","obsr308612","S40543117","Incidental","P20","EBIRD",NA,NA,NA,2,0,"",0,1,0,NA,"Attending the National Business Teachers Convention. This is basically a brief historical list of birds I’m sure I saw while in this state, but it is not meant to include all birds I likely saw because birding was an incidental part of being in the state at that time.","",NA
"1974","URN:CornellLabOfOrnithology:EBIRD:OBS837948953","2019-12-14 13:22:12",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","Male, Adult (1)","Canada","CA","Quebec","CA-QC","Les Maskoutains","CA-QC-MK","",13,"","","Saint-Hyacinthe, 2663 avenue St-Joseph","L2688227","P",45.6321586,-72.9593763,"1992-02-13","07:15:00","obsr1488287","S62297081","Stationary","P21","EBIRD_CAN",120,NA,NA,2,1,"G4745521",0,1,0,NA,"Observatrice: Danielle Roy. Température: ensoleillée, -4°C.","",NA
"1975","URN:CornellLabOfOrnithology:EBIRD:OBS88487779","2015-09-18 02:40:33",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Arizona","US-AZ","Pima","US-AZ-019","",34,"USFWS_81","","Buenos Aires NWR--Aguirre Lake","L785475","H",31.5854086,-111.5072823,"1988-12-31","","obsr181110","S6190657","Incidental","P20","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1976","URN:CornellLabOfOrnithology:EBIRD:OBS170691952","2012-11-24 21:30:36",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","","United States","US","Pennsylvania","US-PA","Montgomery","US-PA-091","",29,"","","49 Park Ave. Rockledge","L1560119","P",40.083519,-75.0893148,"1997-03-17","13:30:00","obsr322860","S12145059","Stationary","P21","EBIRD",10,NA,NA,1,1,"",0,1,1,NA,"","",NA
"1977","URN:CornellLabOfOrnithology:EBIRD:OBS556840987","2018-08-06 19:57:35",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Michigan","US-MI","Ingham","US-MI-065","",23,"","","MSU--Inland Lakes Research and Study Area (restricted access)","L792618","H",42.6805425,-84.4852066,"1974-08-21","","obsr516878","S41070385","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"When the current Inland Lakes Research ponds were formed, they were known as the MSU Water Quality Ponds. The effluent from Pond 4 was piped under the expressway and distributed over a fenced area by an above ground pipe and sprinkler system. This area was / is bounded by the expressway, College, Sandhill, and Hagadorn.----Dr. Beaver, the Ornithology Prof at the time, developed a point count census along two straight line transects (east-west), having 4 labelled segments, for a total of 80 stations. I believe the lines were in the SE quadrant of the area, and included fields and woods. The idea was to establish baseline population numbers and see what changes occurred (or not) through time. Several students, including myself, carried out the censusing, which also included a few free walks though the census area.----Time, route, numbers for species recorded on data sheets, not so much in my journal.","",NA
"1978","URN:CornellLabOfOrnithology:EBIRD:OBS430891250","2016-11-29 18:52:06",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","","United States","US","Pennsylvania","US-PA","Montgomery","US-PA-091","",29,"","","802 Cedar to Dieber & Heflin","L3227293","P",40.2615522,-75.4446816,"1995-08-08","09:00:00","obsr238024","S31661696","Traveling","P22","EBIRD",60,1.931,NA,2,1,"",0,1,1,NA,"","",NA
"1979","URN:CornellLabOfOrnithology:EBIRD:OBS170061017","2016-11-30 16:27:20",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","2","","","Female, Adult (1); Male, Adult (1)","United States","US","Pennsylvania","US-PA","Montgomery","US-PA-091","",29,"","","49 Park Ave. Rockledge","L1560119","P",40.083519,-75.0893148,"1996-03-28","09:15:00","obsr322860","S12070386","Stationary","P21","EBIRD",75,NA,NA,1,1,"",0,1,1,NA,"0feeder, 30 degrees, sleet (crippled squirrel still feeding under feeders)","",NA
"1980","URN:CornellLabOfOrnithology:EBIRD:OBS45944896","2018-08-06 19:09:44",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Maryland","US-MD","Carroll","US-MD-013","US-MD_3255",29,"","","Morgan Run NEA - West Access","L474181","P",39.4802287,-77.0049334,"1993-08-01","","obsr131036","S3339353","Incidental","P20","EBIRD",NA,NA,NA,1,0,"",0,1,0,NA,"","heard only",NA
"1981","URN:CornellLabOfOrnithology:EBIRD:OBS181185046","2014-12-25 13:47:26",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","X","","","","United States","US","Florida","US-FL","Palm Beach","US-FL-099","",31,"","","Dreher Park, FL","L1880244","P",26.6744669,-80.066911,"1989-04-19","16:20:00","obsr189490","S12978004","Traveling","P22","EBIRD",70,2.575,NA,1,1,"",0,1,0,NA,"North and south sides of Dreher Park.","",NA
"1982","URN:CornellLabOfOrnithology:EBIRD:OBS217148102","2018-08-02 20:10:51",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","34","","","","United States","US","Alabama","US-AL","Marshall","US-AL-095","",28,"","","Guntersville & vicinity","L2416422","P",34.3659804,-86.3542557,"1977-12-23","05:00:00","obsr23008","S15626741","Traveling","P22","EBIRD",730,19.312,NA,3,1,"",0,1,0,NA,"Guntersville CBC--  with Mark Brown & Scott Gravette","",NA
"1983","URN:CornellLabOfOrnithology:EBIRD:OBS670591914","2018-10-27 07:00:41",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","1","","","","Canada","CA","Ontario","CA-ON","Frontenac","CA-ON-FR","CA-ON_037",13,"","","Wolfe Island","L1022214","H",44.1753098,-76.4181519,"1985-05-25","","obsr319430","S49480471","Historical","P62","EBIRD",NA,NA,NA,1,1,"",0,1,0,NA,"","",NA
"1984","URN:CornellLabOfOrnithology:EBIRD:OBS102487308","2018-08-04 04:33:28",33194,"species","Northern Cardinal","Cardinalis cardinalis","","","21","","","","United States","US","Tennessee","US-TN","Lake","US-TN-095","US-TN_2878",26,"USFWS_374","","Lake Isom NWR","L131177","H",36.2958336,-89.4194412,"1991-02-04","","obsr167616","S7187890","Historical","P62","EBIRD",NA,NA,NA,2,1,"",0,1,0,NA,"Jody K. Knox additional observer.","",NA
